,t,hat_beta_t,argmax_Wit,top_agent_wealth_ratio,state_t,k_ast_t,gamma_t
81,81.0,0.7868470635580971,0.9928,0.0008716425939185364,0.0,1.0,0.0
82,82.0,0.788949223032898,0.9928,0.0008815496339045242,0.0,1.0,0.0
83,83.0,0.7910200541715153,0.9928,0.0008914658559503717,0.0,1.0,0.0
84,84.0,0.7930599851723197,0.9928,0.000901390620066128,0.0,1.0,0.0
85,85.0,0.7950694449808156,0.9928,0.0009113233062135553,0.0,1.0,0.0
86,86.0,0.7970488628507233,0.9928,0.0009212633139099364,0.0,1.0,0.0
87,87.0,0.7989986679273456,0.9928,0.0009312100618251405,0.0,1.0,0.0
88,88.0,0.8009192888527383,0.9928,0.000941162987373196,1.0,1.0,0.0
89,89.0,0.6285894368650826,0.7924,0.0003760280282117124,0.0,0.7940074906367042,1.0
90,90.0,0.6314153824662273,0.7924,0.0003794573583476845,0.0,0.7962962962962963,1.0
91,91.0,0.6342171680176051,0.7924,0.00038285772863231026,0.0,0.7985347985347986,1.0
92,92.0,0.6369947017824029,0.7924,0.0003862283338662776,0.0,0.8007246376811594,1.0
93,93.0,0.6397479054958256,0.7924,0.0003895683913926221,0.0,0.8028673835125448,1.0
94,94.0,0.6424767140650374,0.8031,0.00039287715588969674,0.0,0.8049645390070922,1.0
95,95.0,0.6451810752608756,0.8031,0.0003963877192290621,0.0,0.8070175438596492,1.0
96,96.0,0.6478609494021945,0.8191,0.000400135419760289,0.0,0.8090277777777778,1.0
97,97.0,0.6505163090337751,0.8191,0.00040394600143317034,0.0,0.8109965635738832,1.0
98,98.0,0.6531471385986553,0.8191,0.0004077326605315773,0.0,0.8129251700680272,1.0
99,99.0,0.655753434105684,0.8191,0.0004114946195100214,0.0,0.8148148148148148,1.0
100,100.0,0.658335202793159,0.8191,0.000415231120081168,0.0,0.8166666666666667,1.0
101,101.0,0.6608924627893166,0.8191,0.00041894142336292164,0.0,0.8184818481848185,1.0
102,102.0,0.6634252427704377,0.8191,0.0004226248099990988,0.0,0.8202614379084967,1.0
103,103.0,0.6659335816172931,0.8191,0.00042628058025448066,0.0,0.8220064724919094,1.0
104,104.0,0.6684175280706692,0.8191,0.0004299080540850647,0.0,0.8237179487179487,1.0
105,105.0,0.6708771403865901,0.8191,0.00043350657118435037,0.0,0.8253968253968254,1.0
106,106.0,0.673312485991926,0.8191,0.0004370754910065209,0.0,0.8270440251572327,1.0
107,107.0,0.67572364114099,0.8191,0.00044061419276736206,0.0,0.8286604361370717,1.0
108,108.0,0.6781106905736743,0.8259,0.0004441240947056707,0.0,0.8302469135802469,1.0
109,109.0,0.6804737271757269,0.8259,0.00044776826633172124,0.0,0.8318042813455657,1.0
110,110.0,0.6828128516416241,0.8259,0.0004513831196407897,0.0,0.8333333333333334,1.0
111,111.0,0.6851281721405797,0.8259,0.00045496807741940675,0.0,0.8348348348348349,1.0
112,112.0,0.6874198039861102,0.8259,0.0004585225811075568,0.0,0.8363095238095238,1.0
113,113.0,0.6896878693095962,0.8259,0.0004620460907203193,0.0,0.8377581120943953,1.0
114,114.0,0.6919324967382204,0.8259,0.0004655380847532047,0.0,0.8391812865497076,1.0
115,115.0,0.6941538210776526,0.8259,0.0004689980600720498,0.0,0.8405797101449275,1.0
116,116.0,0.6963519829998249,0.8259,0.0004724255317882812,0.0,0.8419540229885057,1.0
117,117.0,0.6985271287360697,0.8482,0.0004760110099863583,0.0,0.8433048433048433,1.0
118,118.0,0.7006794097759483,0.8482,0.0004799621238920898,0.0,0.844632768361582,1.0
119,119.0,0.7028089825719569,0.8482,0.0004838882770345087,0.0,0.84593837535014,1.0
120,120.0,0.7049160082503921,0.8482,0.00048778894535300406,0.0,0.8472222222222222,1.0
121,121.0,0.7070006523285364,0.8482,0.0004916636199901029,0.0,0.8484848484848485,1.0
122,122.0,0.7090630844383554,0.8482,0.0004955118071950402,0.0,0.8497267759562841,1.0
123,123.0,0.7111034780568356,0.8482,0.0004993330282169638,0.0,0.8509485094850948,1.0
124,124.0,0.7131220102431223,0.8482,0.0005031268191884121,0.0,0.8521505376344086,1.0
125,125.0,0.7151188613825359,0.8482,0.000506892730999616,0.0,0.8533333333333333,1.0
126,126.0,0.7170942149375537,0.8482,0.0005106303291642989,0.0,0.8544973544973545,1.0
127,127.0,0.719048257205844,0.8482,0.0005143391936774923,0.0,0.8556430446194225,1.0
128,128.0,0.720981177085365,0.8482,0.0005180189188659751,0.0,0.8567708333333334,1.0
129,129.0,0.7228931658466001,0.8482,0.0005216691132318484,0.0,0.8578811369509044,1.0
130,130.0,0.7247844169118889,0.8737,0.000525904439660913,0.0,0.858974358974359,1.0
131,131.0,0.726655125641906,0.8737,0.000530241290675168,0.0,0.8600508905852418,1.0
132,132.0,0.7285054891292256,0.8737,0.0005345585284266725,0.0,0.8611111111111112,1.0
133,133.0,0.7303357059989612,0.8737,0.0005388557079569306,0.0,0.8621553884711779,1.0
134,134.0,0.7321459762164422,0.8737,0.0005431323954876562,0.0,0.8631840796019901,1.0
135,135.0,0.7339365009018369,0.8737,0.0005473881683188728,0.0,0.8641975308641976,1.0
136,136.0,0.7357074821517029,0.8737,0.0005516226147222924,0.0,0.8651960784313726,1.0
137,137.0,0.7374591228673507,0.8737,0.0005558353338303453,0.0,0.8661800486618005,1.0
138,138.0,0.739191626589933,0.8737,0.0005600259355212191,0.0,0.8671497584541064,1.0
139,139.0,0.7409051973422018,0.8737,0.0005641940403002379,0.0,0.86810551558753,1.0
140,140.0,0.742600039476779,0.8737,0.0005683392791779489,0.0,0.8690476190476191,1.0
141,141.0,0.7442763575308654,0.8737,0.0005724612935451919,0.0,0.8699763593380615,1.0
142,142.0,0.7459343560872648,0.8737,0.000576559735045487,0.0,0.8708920187793427,1.0
143,143.0,0.7475742396415904,0.8737,0.0005806342654450418,0.0,0.8717948717948718,1.0
144,144.0,0.7491962124755354,0.8737,0.0005846845565006128,0.0,0.8726851851851852,1.0
145,145.0,0.7508004785360789,0.8737,0.0005887102898255322,0.0,0.8735632183908046,1.0
146,146.0,0.7523872413204824,0.8737,0.0005927111567541391,0.0,0.8744292237442922,1.0
147,147.0,0.7539567037669389,0.8737,0.0005966868582048599,0.0,0.8752834467120182,1.0
148,148.0,0.7555090681507622,0.8737,0.0006006371045421422,0.0,0.8761261261261262,1.0
149,149.0,0.7570445359859208,0.8737,0.0006045616154375006,0.0,0.8769574944071589,1.0
150,150.0,0.7585633079318262,0.8737,0.000608460119729861,0.0,0.8777777777777778,1.0
151,151.0,0.7600655837051883,0.8737,0.0006123323552853818,0.0,0.8785871964679912,1.0
152,152.0,0.7615515619968246,0.8737,0.000616178068856963,0.0,0.8793859649122807,1.0
153,153.0,0.7630214403932448,0.8737,0.0006199970159436035,0.0,0.8801742919389979,1.0
154,154.0,0.7644754153028998,0.8737,0.0006237889606497672,0.0,0.8809523809523809,1.0
155,155.0,0.7659136818869069,0.8737,0.0006275536755449217,0.0,0.8817204301075269,1.0
156,156.0,0.7673364339941554,0.8737,0.0006312909415233577,0.0,0.8824786324786325,1.0
157,157.0,0.7687438641005919,0.8737,0.0006350005476644983,0.0,0.8832271762208068,1.0
158,158.0,0.7701361632525945,0.8737,0.0006386822910937162,0.0,0.8839662447257384,1.0
159,159.0,0.7715135210142581,0.8868,0.0006423954811854924,0.0,0.8846960167714885,1.0
160,160.0,0.7728761254184633,0.8868,0.0006464860716079361,0.0,0.8854166666666666,1.0
161,161.0,0.7742241629216,0.8868,0.0006505537478550476,0.0,0.8861283643892339,1.0
162,162.0,0.7755578183617731,0.8868,0.0006545982818980506,0.0,0.8868312757201646,1.0
163,163.0,0.776877274920422,0.8868,0.0006586194525133583,0.0,0.8875255623721882,1.0
164,164.0,0.7781827140871441,0.8868,0.0006626170451740253,0.0,0.8882113821138211,1.0
165,165.0,0.7794743156276528,0.8868,0.0006665908519419372,0.0,0.8888888888888888,1.0
166,166.0,0.780752257554709,0.8868,0.0006705406713607468,0.0,0.8895582329317269,1.0
167,167.0,0.7820167161019287,0.8868,0.0006744663083496401,0.0,0.8902195608782435,1.0
168,168.0,0.7832678657003176,0.8868,0.0006783675740980048,0.0,0.8908730158730159,1.0
169,169.0,0.7845058789574326,0.8868,0.0006822442859610336,0.0,0.8915187376725838,1.0
170,170.0,0.785730926639043,0.8868,0.0006860962673563286,0.0,0.8921568627450981,1.0
171,171.0,0.7869431776532045,0.8868,0.0006899233476615352,0.0,0.8927875243664718,1.0
172,172.0,0.7881427990365898,0.8868,0.0006937253621130565,0.0,0.8934108527131783,1.0
173,173.0,0.7893299559430184,0.8868,0.0006975021517058829,0.0,0.8940269749518305,1.0
174,174.0,0.7905048116340511,0.8868,0.0007012535630945635,0.0,0.8946360153256705,1.0
175,175.0,0.7916675274715537,0.8868,0.0007049794484953465,0.0,0.8952380952380953,1.0
176,176.0,0.7928182629121436,0.8868,0.0007086796655895222,0.0,0.8958333333333334,1.0
177,177.0,0.7939571755034068,0.8868,0.0007123540774279817,0.0,0.896421845574388,1.0
178,178.0,0.795084420881821,0.8868,0.000716002552337006,0.0,0.897003745318352,1.0
179,179.0,0.7962001527722552,0.8868,0.0007196249638253133,0.0,0.8975791433891993,1.0
180,180.0,0.7973045229890033,0.8868,0.0007232211904923605,0.0,0.8981481481481481,1.0
181,181.0,0.7983976814382427,0.9076,0.0007270308523400976,0.0,0.8987108655616943,1.0
182,182.0,0.79947977612184,0.9076,0.0007314095547748933,0.0,0.8992673992673993,1.0
183,183.0,0.8005509531424377,0.9076,0.0007357707183920091,1.0,0.8998178506375227,1.0
184,184.0,0.704139183372859,0.7924,0.0005479332008588371,0.0,0.8007246376811594,2.0
185,185.0,0.7056503944905282,0.8031,0.0005507223188278844,0.0,0.8018018018018018,2.0
186,186.0,0.7071482274392739,0.8031,0.0005536974128534029,0.0,0.8028673835125448,2.0
187,187.0,0.7086328056394804,0.8031,0.0005566423590870497,0.0,0.803921568627451,2.0
188,188.0,0.7101042525193466,0.8031,0.0005595569218082131,0.0,0.8049645390070922,2.0
189,189.0,0.7115626914534244,0.8031,0.0005624408741567565,0.0,0.8059964726631393,2.0
190,190.0,0.7130082457037353,0.8031,0.0005652939980409938,0.0,0.8070175438596492,2.0
191,191.0,0.7144410383633794,0.8031,0.0005681160840440565,0.0,0.8080279232111693,2.0
192,192.0,0.7158611923026132,0.8156,0.0005710176832475215,0.0,0.8090277777777778,2.0
193,193.0,0.7172688301173215,0.8156,0.0005741730940233488,0.0,0.8100172711571676,2.0
194,194.0,0.7186640740798343,0.8156,0.0005773009183219099,0.0,0.8109965635738832,2.0
195,195.0,0.7200470460920211,0.8191,0.0005804415429031097,0.0,0.811965811965812,2.0
196,196.0,0.7214178676406247,0.8191,0.000583626234533547,0.0,0.8129251700680272,2.0
197,197.0,0.7227766597547769,0.8191,0.0005867838440987787,0.0,0.8138747884940778,2.0
198,198.0,0.7241235429656032,0.8191,0.0005899141407068061,0.0,0.8148148148148148,2.0
199,199.0,0.7254586372679089,0.8191,0.0005930169007146341,0.0,0.8157453936348409,2.0
200,200.0,0.7267820620838575,0.8191,0.0005960919076584231,0.0,0.8166666666666667,2.0
201,201.0,0.7280939362285894,0.8191,0.0005991389521827077,0.0,0.8175787728026535,2.0
202,202.0,0.7293943778777421,0.8191,0.0006021578319687014,0.0,0.8184818481848185,2.0
203,203.0,0.7306835045367719,0.8191,0.0006051483516618589,0.0,0.819376026272578,2.0
204,204.0,0.7319614330120897,0.8191,0.0006081103227987084,0.0,0.8202614379084967,2.0
205,205.0,0.7332282793838878,0.8191,0.0006110435637330278,0.0,0.8211382113821138,2.0
206,206.0,0.7344841589806337,0.8191,0.0006139478995615033,0.0,0.8220064724919094,2.0
207,207.0,0.7357291863551968,0.8191,0.000616823162048827,0.0,0.822866344605475,2.0
208,208.0,0.7369634752624998,0.8191,0.0006196691895524083,0.0,0.8237179487179487,2.0
209,209.0,0.7381871386387012,0.8191,0.0006224858269466859,0.0,0.8245614035087719,2.0
210,210.0,0.739400288581819,0.8191,0.0006252729255471148,0.0,0.8253968253968254,2.0
211,211.0,0.7406030363337565,0.8191,0.0006280303430339356,0.0,0.8262243285939969,2.0
212,212.0,0.7417954922636835,0.8259,0.0006309264631847344,0.0,0.8270440251572327,2.0
213,213.0,0.742977765852715,0.8259,0.0006338621965958763,0.0,0.8278560250391236,2.0
214,214.0,0.7441499656798524,0.8259,0.0006367699397296844,0.0,0.8286604361370717,2.0
215,215.0,0.7453121994091194,0.8259,0.0006396495421370503,0.0,0.8294573643410853,2.0
216,216.0,0.7464645737778736,0.8259,0.0006425008591594688,0.0,0.8302469135802469,2.0
217,217.0,0.7476071945862208,0.8259,0.0006453237518631169,0.0,0.8310291858678955,2.0
218,218.0,0.7487401666875081,0.8259,0.0006481180869728125,0.0,0.8318042813455657,2.0
219,219.0,0.7498635939798406,0.8259,0.000650883736805925,0.0,0.832572298325723,2.0
220,220.0,0.7509775793985896,0.8259,0.0006536205792062273,0.0,0.8333333333333334,2.0
221,221.0,0.7520822249098396,0.8259,0.0006563284974777791,0.0,0.8340874811463047,2.0
222,222.0,0.7531776315047476,0.8259,0.0006590073803188201,0.0,0.8348348348348349,2.0
223,223.0,0.7542638991947569,0.8259,0.0006616571217557296,0.0,0.8355754857997011,2.0
224,224.0,0.7553411270076538,0.8259,0.0006642776210770739,0.0,0.8363095238095238,2.0
225,225.0,0.7564094129843988,0.8259,0.0006668687827677764,0.0,0.837037037037037,2.0
226,226.0,0.7574688541767296,0.8259,0.000669430516443418,0.0,0.8377581120943953,2.0
227,227.0,0.7585195466454717,0.8259,0.0006719627367846986,0.0,0.8384728340675477,2.0
228,228.0,0.7595615854595412,0.8259,0.0006744653634720961,0.0,0.8391812865497076,2.0
229,229.0,0.760595064695604,0.8259,0.0006769383211207205,0.0,0.8398835516739447,2.0
230,230.0,0.7616200774383526,0.8482,0.0006799183035599755,0.0,0.8405797101449275,2.0
231,231.0,0.7626367157813678,0.8482,0.0006831715462036072,0.0,0.8412698412698413,2.0
232,232.0,0.7636450708285667,0.8482,0.0006864017903419018,0.0,0.8419540229885057,2.0
233,233.0,0.7646452326961528,0.8482,0.000689608881242347,0.0,0.8426323319027182,2.0
234,234.0,0.7656372905150951,0.8482,0.0006927926682820233,0.0,0.8433048433048433,2.0
235,235.0,0.7666213324340627,0.8482,0.0006959530049107433,0.0,0.8439716312056738,2.0
236,236.0,0.7675974456228443,0.8482,0.0006990897486141098,0.0,0.844632768361582,2.0
237,237.0,0.7685657162761551,0.8482,0.0007022027608765908,0.0,0.8452883263009845,2.0
238,238.0,0.7695262296178798,0.8482,0.0007052919071445078,0.0,0.84593837535014,2.0
239,239.0,0.7704790699056797,0.8482,0.0007083570567890774,0.0,0.8465829846582985,2.0
240,240.0,0.7714243204359539,0.8482,0.0007113980830694128,0.0,0.8472222222222222,2.0
241,241.0,0.772362063549149,0.8482,0.0007144148630955634,0.0,0.8478561549100968,2.0
242,242.0,0.7732923806353725,0.8482,0.0007174072777915661,0.0,0.8484848484848485,2.0
243,243.0,0.7742153521403016,0.8482,0.0007203752118585293,0.0,0.8491083676268861,2.0
244,244.0,0.7751310575713768,0.8482,0.0007233185537377626,0.0,0.8497267759562841,2.0
245,245.0,0.7760395755042407,0.8482,0.0007262371955739608,0.0,0.8503401360544218,2.0
246,246.0,0.7769409835894225,0.8482,0.0007291310331784466,0.0,0.8509485094850948,2.0
247,247.0,0.7778353585592463,0.8482,0.0007319999659924652,0.0,0.8515519568151148,2.0
248,248.0,0.7787227762349318,0.8482,0.0007348438970505853,0.0,0.8521505376344086,2.0
249,249.0,0.7796033115339085,0.8482,0.0007376627329441423,0.0,0.8527443105756359,2.0
250,250.0,0.7804770384772839,0.8482,0.0007404563837848072,0.0,0.8533333333333333,2.0
251,251.0,0.7813440301974787,0.8482,0.0007432247631682165,0.0,0.8539176626826029,2.0
252,252.0,0.7822043589460153,0.8482,0.0007459677881377298,0.0,0.8544973544973545,2.0
253,253.0,0.7830580961014284,0.8482,0.0007486853791482772,0.0,0.855072463768116,2.0
254,254.0,0.7839053121773074,0.8482,0.000751377460030316,0.0,0.8556430446194225,2.0
255,255.0,0.7847460768304405,0.8482,0.0007540439579539196,0.0,0.8562091503267975,2.0
256,256.0,0.7855804588690621,0.8482,0.0007566848033929599,0.0,0.8567708333333334,2.0
257,257.0,0.7864085262611793,0.8482,0.0007592999300894385,0.0,0.8573281452658885,2.0
258,258.0,0.7872303461429827,0.8482,0.0007618892750179465,0.0,0.8578811369509044,2.0
259,259.0,0.7880459848273126,0.8482,0.0007644527783502305,0.0,0.8584298584298584,2.0
260,260.0,0.7888555078122006,0.8482,0.0007669903834199306,0.0,0.858974358974359,2.0
261,261.0,0.7896589797894358,0.8482,0.0007695020366874223,0.0,0.8595146871008941,2.0
262,262.0,0.7904564646531844,0.8737,0.000772658060333948,0.0,0.8600508905852418,2.0
263,263.0,0.7912480255086367,0.8737,0.0007762069201073885,0.0,0.8605830164765527,2.0
264,264.0,0.7920337246806817,0.8737,0.0007797380247386943,0.0,0.8611111111111112,2.0
265,265.0,0.7928136237225836,0.8737,0.0007832512391194824,0.0,0.8616352201257862,2.0
266,266.0,0.7935877834246895,0.8737,0.0007867464306015597,0.0,0.8621553884711779,2.0
267,267.0,0.7943562638231135,0.8737,0.0007902234689817799,0.0,0.8626716604244694,2.0
268,268.0,0.7951191242084384,0.8737,0.0007936822264868466,0.0,0.8631840796019901,2.0
269,269.0,0.7958764231343978,0.8737,0.0007971225777580639,0.0,0.8636926889714994,2.0
270,270.0,0.7966282184265402,0.8737,0.0008005443998360699,0.0,0.8641975308641976,2.0
271,271.0,0.7973745671908784,0.8737,0.000803947572145503,0.0,0.8646986469864699,2.0
272,272.0,0.7981155258225155,0.8737,0.0008073319764796597,0.0,0.8651960784313726,2.0
273,273.0,0.7988511500142296,0.8737,0.0008106974969850994,0.0,0.8656898656898657,2.0
274,274.0,0.7995814947650294,0.8737,0.0008140440201462489,0.0,0.8661800486618005,2.0
275,275.0,0.8003066143886843,0.8737,0.0008173714347699139,1.0,0.8666666666666667,2.0
276,276.0,0.7349299861446646,0.8031,0.00067868876516712,0.0,0.8007246376811594,3.0
277,277.0,0.7358772762033925,0.8031,0.0006812493998948091,0.0,0.8014440433212997,3.0
278,278.0,0.7368180457034611,0.8031,0.0006837838459885177,0.0,0.802158273381295,3.0
279,279.0,0.7377523557145229,0.8031,0.0006862919893171393,0.0,0.8028673835125448,3.0
280,280.0,0.7386802667124338,0.8031,0.0006887737198321513,0.0,0.8035714285714286,3.0
281,281.0,0.7396018385810446,0.8031,0.0006912289315373339,0.0,0.804270462633452,3.0
282,282.0,0.7405171306141987,0.8031,0.000693657522458217,0.0,0.8049645390070922,3.0
283,283.0,0.7414262015179618,0.8031,0.0006960593946111965,0.0,0.8056537102473498,3.0
284,284.0,0.742329109413008,0.8031,0.0006984344539724009,0.0,0.8063380281690141,3.0
285,285.0,0.7432259118372357,0.8031,0.0007007826104462786,0.0,0.8070175438596492,3.0
286,286.0,0.744116665748517,0.8031,0.0007031037778339263,0.0,0.8076923076923077,3.0
287,287.0,0.7450014275276404,0.8031,0.0007053978738011974,0.0,0.8083623693379791,3.0
288,288.0,0.7458802529813929,0.8156,0.0007077063504833693,0.0,0.8090277777777778,3.0
289,289.0,0.746753197345802,0.8156,0.0007104355127604589,0.0,0.8096885813148789,3.0
290,290.0,0.747620315289495,0.8156,0.0007131407660490735,0.0,0.8103448275862069,3.0
291,291.0,0.7484816609172056,0.8156,0.000715821989914381,0.0,0.8109965635738832,3.0
292,292.0,0.7493372877733931,0.8156,0.0007184790673735458,0.0,0.8116438356164384,3.0
293,293.0,0.750187248845972,0.8156,0.0007211118848748855,0.0,0.8122866894197952,3.0
294,294.0,0.7510315965701545,0.8156,0.0007237203322767685,0.0,0.8129251700680272,3.0
295,295.0,0.7518703828323773,0.8156,0.000726304302826247,0.0,0.8135593220338984,3.0
296,296.0,0.7527036589743342,0.8191,0.0007290022580305985,0.0,0.8141891891891893,3.0
297,297.0,0.7535314757970801,0.8191,0.0007316785260573246,0.0,0.8148148148148148,3.0
298,298.0,0.7543538835652169,0.8191,0.0007343310079357948,0.0,0.8154362416107382,3.0
299,299.0,0.7551709320111599,0.8191,0.0007369595961224075,0.0,0.8160535117056856,3.0
300,300.0,0.7559826703394414,0.8191,0.0007395641862772597,0.0,0.8166666666666667,3.0
301,301.0,0.7567891472311156,0.8191,0.0007421446772444652,0.0,0.8172757475083057,3.0
302,302.0,0.7575904108481705,0.8191,0.0007447009710322306,0.0,0.8178807947019868,3.0
303,303.0,0.7583865088380332,0.8191,0.0007472329727927217,0.0,0.8184818481848185,3.0
304,304.0,0.759177488338081,0.8191,0.0007497405908016991,0.0,0.819078947368421,3.0
305,305.0,0.7599633959802166,0.8191,0.0007522237364379513,0.0,0.819672131147541,3.0
306,306.0,0.7607442778954644,0.8191,0.0007546823241625411,0.0,0.8202614379084967,3.0
